id,publishedAt,text
vk845,2019-03-31 19:06:19,"Ателье Hennessey сделало мощный Ford Raptor для Дуэйна «Скалы» Джонсона 
 
Подробнее: https://drom.ru/s/fj8"
vk844,2019-03-31 20:03:34,"УАЗ Пикап сняли в роли «папамобиля» в популярном европейском сериале

Подробности и видео: https://drom.ru/s/0Bb"
vk843,2019-03-31 21:30:41,"Honda Jazz нового поколения лишится традиционных двигателей 
 
Подробнее: https://drom.ru/s/JMg"
vk842,2019-03-31 23:27:59,"В станице Фастовецкой Краснодарского края дорожникам не выделили денег на новый асфальт, но дали на краску для разметки. Пришлось наносить разметку местами прямо по земле."
vk841,2019-04-01 11:47:05,"Chery наладит в России производство трёх моделей

Узнайте какие и где: https://drom.ru/s/Q0A"
vk840,2019-04-01 13:00:05,"Инсайдер: Mitsubishi купил у «АвтоВАЗа» лицензию на Весту

Все неподробности: https://drom.ru/s/Gov"
vk839,2019-04-01 14:00:09,"В краю потерянных судеб

Читайте новые заметки о путешествии: https://drom.ru/s/bD4"
vk838,2019-04-01 15:20:02,"Тест ржавых вёдер. «Зубило» против «классики»

Читайте на сайте: https://drom.ru/s/bYV"
vk837,2019-04-01 17:35:47,"УАЗ 469 1984 года: история приобретения и возрождения.

Читайте новый отзыв от автовладельца: https://drom.ru/s/D1j"
vk836,2019-04-01 18:14:07,"Продавать е-ОСАГО позволят посредникам

Подробнее: https://drom.ru/s/Iiu"
vk835,2019-04-01 19:38:38,"#объявыподписчиков 
Nissan Note, 2014 год 
530 000 ₽ 
 
Ссылка на объявление — https://drom.ru/s/lE6
Что думаете об этом автомобиле? Пишите своё мнение в комментариях"
vk834,2019-04-01 20:00:13,"Источник: российский Aurus подает в суд на Rolls-Royce (за дизайн) и на Toyota (за имя)

Деликатные подробности: https://drom.ru/s/sfQ"
vk833,2019-04-01 20:56:22,"В российских колониях вместо автозаков будут выпускать суперкары

Подробнее: https://drom.ru/s/sUs"
vk832,2019-04-01 23:15:48,"Китайские строители включили смекалочку — и придумали, как при помощи экскаватора ускорить выравнивание цементной заливки."
vk831,2019-04-02 12:30:17,"Aurus запатентовал окончательный облик минивэна Arsenal 
 
Больше изображений: https://drom.ru/s/xNb"
vk830,2019-04-02 13:40:09,"УАЗ пообещал представить «Русский Прадо» за 1,5 млн рублей

Подробнее: https://drom.ru/s/f8f"
vk829,2019-04-02 14:38:17,"Toyota RAV4 2017 года: на что способен РАВ4 с двигателем 2.0, за что любят Тойоту в России и почему этот кроссовер выглядит как кусок ?

Читайте новый отзыв от автовладельца: https://drom.ru/s/rui"
vk828,2019-04-02 16:00:12,"#объявадня 
Maserati GranTurismo, 2009 год 
1 990 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/cVs"
vk827,2019-04-02 16:10:37,"Кроссовер Hyundai Venue оказался уменьшенной версией Santa Fe 
 
Подробнее: https://drom.ru/s/cI2"
vk826,2019-04-02 18:31:07,"У Lamborghini не осталось претензий к бренду Aurus

Подробнее: https://drom.ru/s/Hgs"
vk825,2019-04-02 20:22:55,"Автомобили-«глюки» из Голландии и душевный трактор-автодом из России

Читайте новую статью на сайте: https://drom.ru/s/YoB"
vk824,2019-04-03 00:07:16,"У проекта Кортеж новый руководитель 
 
Подробнее: https://drom.ru/s/yra"
vk823,2019-04-03 13:00:04,"Кроссовер Chery Tiggo 8 обновился и обзавёлся новым мотором 
 
Подробнее: https://drom.ru/s/hS4"
vk822,2019-04-03 14:09:44,"Самые популярные дизели. Топ машин нашего рынка

Смотрите список: https://drom.ru/s/HzQ"
vk821,2019-04-03 15:32:16,"Toyota Alphard 2002 года: почему с таким автомобилем хорошо, если не разобьёшься на первом перекрёстке, на чём ездит вся Америка и Канада и особенности техосмотра зарубежом.

Читайте новый отзыв от автовладельца: https://drom.ru/s/Ap5"
vk820,2019-04-03 18:06:16,"Ford распродаёт машины в России: Focus — от 705 тысяч, Kuga — от 1,3 млн

Подробнее: https://drom.ru/s/K52"
vk819,2019-04-03 19:53:25,"Что мы потеряли: представлено новое поколение Ford Kuga

Подробнее о новинке: https://drom.ru/s/s2w"
vk818,2019-04-03 21:55:04,"Пикапы-трудяги против гламурных грузовиков. Тестируем четыре модели

Читайте на сайте: https://drom.ru/s/34t"
vk817,2019-04-03 23:00:12,"В китайской армии есть прикольное приспособление, которое позволяет развернуть грузовик буквально на пятачке."
